S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
3245,12-07-2020,Kerala,7438,3446,3963,29
3246,13-07-2020,Kerala,7873,3747,4095,31
3247,14-07-2020,Kerala,8322,4032,4257,33
3248,15-07-2020,Kerala,8930,4458,4438,34
3249,16-07-2020,Kerala,9553,4884,4634,35
3250,17-07-2020,Kerala,10275,5376,4862,37
3251,18-07-2020,Kerala,11066,6033,4995,38
3252,19-07-2020,Kerala,11659,6420,5199,40
3253,20-07-2020,Kerala,12480,7067,5371,42
3254,21-07-2020,Kerala,13274,7615,5616,43
3255,22-07-2020,Kerala,13994,8060,5890,44
3256,23-07-2020,Kerala,15032,8825,6162,45
3257,24-07-2020,Kerala,16110,9466,6594,50
3258,25-07-2020,Kerala,16995,9379,7562,54
3259,26-07-2020,Kerala,18098,9428,8611,59
3260,27-07-2020,Kerala,19025,9664,9300,61
3261,28-07-2020,Kerala,19727,9619,10045,63
3262,29-07-2020,Kerala,20894,10103,10724,67
3263,30-07-2020,Kerala,21797,10364,11365,68
3264,31-07-2020,Kerala,22303,10074,12159,70
3265,01-08-2020,Kerala,23613,10517,13023,73
3266,02-08-2020,Kerala,24742,10886,13775,81
3267,03-08-2020,Kerala,25911,11366,14463,82
3268,04-08-2020,Kerala,26873,11511,15278,84
3269,05-08-2020,Kerala,27956,11570,16299,87
3270,06-08-2020,Kerala,29151,11524,17533,94
3271,07-08-2020,Kerala,30449,12019,18333,97
3272,08-08-2020,Kerala,31700,12451,19147,102
3273,09-08-2020,Kerala,33120,12152,20862,106
3274,10-08-2020,Kerala,34331,12391,21832,108
3275,11-08-2020,Kerala,35515,12784,22616,115
3276,12-08-2020,Kerala,36932,12770,24042,120
3277,13-08-2020,Kerala,38144,13096,24922,126
3278,14-08-2020,Kerala,39708,13891,25688,129
3279,15-08-2020,Kerala,41277,14146,26992,139
3280,16-08-2020,Kerala,42885,14944,27795,146
3281,17-08-2020,Kerala,44415,15365,28894,156
3282,18-08-2020,Kerala,46140,15946,30025,169
3283,19-08-2020,Kerala,47898,16333,31390,175
3284,20-08-2020,Kerala,50231,17442,32607,182
3285,21-08-2020,Kerala,52199,18184,33824,191
3286,22-08-2020,Kerala,54182,18736,35243,203
3287,23-08-2020,Kerala,56354,19601,36535,218
3288,24-08-2020,Kerala,58262,20394,37645,223
3289,25-08-2020,Kerala,59504,20387,38883,234
3290,26-08-2020,Kerala,61879,21296,40339,244
3291,27-08-2020,Kerala,64355,22408,41690,257
3292,28-08-2020,Kerala,66761,22737,43757,267
3293,29-08-2020,Kerala,69304,23176,45854,274
3294,30-08-2020,Kerala,71701,23342,48079,280
3295,31-08-2020,Kerala,73855,23719,49849,287
3296,01-09-2020,Kerala,75385,23553,51538,294
3297,02-09-2020,Kerala,76525,22578,53649,298
3298,03-09-2020,Kerala,78072,21989,55778,305
3299,04-09-2020,Kerala,79625,21582,57728,315
3300,05-09-2020,Kerala,82104,21334,60444,326
3301,06-09-2020,Kerala,84759,21867,62555,337
3302,07-09-2020,Kerala,87841,22743,64751,347
3303,08-09-2020,Kerala,89489,22133,66997,359
3304,09-09-2020,Kerala,92515,23280,68863,372
3305,10-09-2020,Kerala,95917,24616,70917,384
3306,11-09-2020,Kerala,99266,26292,72578,396
3307,12-09-2020,Kerala,102254,27944,73900,410
3308,13-09-2020,Kerala,105139,28870,75844,425
3309,14-09-2020,Kerala,108278,30140,77699,439
3310,15-09-2020,Kerala,110818,30555,79809,454
3311,16-09-2020,Kerala,114033,31226,82341,466
3312,17-09-2020,Kerala,117863,32775,84608,480
3313,18-09-2020,Kerala,122214,34380,87345,489
3314,19-09-2020,Kerala,126381,35795,90085,501
3315,20-09-2020,Kerala,131005,37535,92951,519
3316,21-09-2020,Kerala,135721,39484,95702,535
3317,22-09-2020,Kerala,138631,39354,98724,553
3318,12-03-2020,Ladakh,3,3,0,0
3319,13-03-2020,Ladakh,3,3,0,0
3320,14-03-2020,Ladakh,3,3,0,0
3321,15-03-2020,Ladakh,3,3,0,0
3322,16-03-2020,Ladakh,4,4,0,0
3323,17-03-2020,Ladakh,6,6,0,0
3324,18-03-2020,Ladakh,8,8,0,0
3325,19-03-2020,Ladakh,8,8,0,0
3326,20-03-2020,Ladakh,10,10,0,0
3327,21-03-2020,Ladakh,13,13,0,0
3328,22-03-2020,Ladakh,13,13,0,0
3329,23-03-2020,Ladakh,13,13,0,0
3330,24-03-2020,Ladakh,13,13,0,0
3331,25-03-2020,Ladakh,13,13,0,0
3332,26-03-2020,Ladakh,13,13,0,0
3333,27-03-2020,Ladakh,13,10,3,0
3334,28-03-2020,Ladakh,13,10,3,0
3335,29-03-2020,Ladakh,13,10,3,0
3336,30-03-2020,Ladakh,13,10,3,0
3337,31-03-2020,Ladakh,13,10,3,0
3338,01-04-2020,Ladakh,13,10,3,0
3339,02-04-2020,Ladakh,13,10,3,0
3340,03-04-2020,Ladakh,14,11,3,0
3341,04-04-2020,Ladakh,14,11,3,0
3342,05-04-2020,Ladakh,14,4,10,0
3343,06-04-2020,Ladakh,14,4,10,0
3344,07-04-2020,Ladakh,14,4,10,0
3345,08-04-2020,Ladakh,14,4,10,0
3346,09-04-2020,Ladakh,14,4,10,0
3347,10-04-2020,Ladakh,15,5,10,0
3348,11-04-2020,Ladakh,15,5,10,0
3349,12-04-2020,Ladakh,15,5,10,0
3350,13-04-2020,Ladakh,15,5,10,0
3351,14-04-2020,Ladakh,15,5,10,0
3352,15-04-2020,Ladakh,17,7,10,0
3353,16-04-2020,Ladakh,17,7,10,0
3354,17-04-2020,Ladakh,18,4,14,0
3355,18-04-2020,Ladakh,18,4,14,0
3356,19-04-2020,Ladakh,18,4,14,0
3357,20-04-2020,Ladakh,18,4,14,0
3358,21-04-2020,Ladakh,18,4,14,0
3359,22-04-2020,Ladakh,18,4,14,0
3360,23-04-2020,Ladakh,18,4,14,0
3361,24-04-2020,Ladakh,18,4,14,0
3362,25-04-2020,Ladakh,20,6,14,0
3363,26-04-2020,Ladakh,20,6,14,0
3364,27-04-2020,Ladakh,20,6,14,0
3365,28-04-2020,Ladakh,20,6,14,0
3366,29-04-2020,Ladakh,22,6,16,0
3367,30-04-2020,Ladakh,22,6,16,0
3368,01-05-2020,Ladakh,22,6,16,0
3369,02-05-2020,Ladakh,22,5,17,0
3370,03-05-2020,Ladakh,22,5,17,0
3371,04-05-2020,Ladakh,41,24,17,0
3372,05-05-2020,Ladakh,41,24,17,0
3373,06-05-2020,Ladakh,41,24,17,0
3374,07-05-2020,Ladakh,41,24,17,0
3375,08-05-2020,Ladakh,42,25,17,0
3376,09-05-2020,Ladakh,42,25,17,0
3377,10-05-2020,Ladakh,42,25,17,0
3378,11-05-2020,Ladakh,42,21,21,0
3379,12-05-2020,Ladakh,42,21,21,0
3380,13-05-2020,Ladakh,42,21,21,0
3381,14-05-2020,Ladakh,43,21,22,0
3382,15-05-2020,Ladakh,43,21,22,0
3383,16-05-2020,Ladakh,43,21,22,0
3384,17-05-2020,Ladakh,43,21,22,0
3385,18-05-2020,Ladakh,43,19,24,0
3386,19-05-2020,Ladakh,43,2,41,0
3387,20-05-2020,Ladakh,43,0,43,0
3388,21-05-2020,Ladakh,44,1,43,0
3389,22-05-2020,Ladakh,44,1,43,0
3390,23-05-2020,Ladakh,44,1,43,0
3391,24-05-2020,Ladakh,49,6,43,0
3392,25-05-2020,Ladakh,52,9,43,0
3393,26-05-2020,Ladakh,52,9,43,0
3394,27-05-2020,Ladakh,53,10,43,0
3395,28-05-2020,Ladakh,53,10,43,0
3396,29-05-2020,Ladakh,73,30,43,0
3397,30-05-2020,Ladakh,74,31,43,0
3398,31-05-2020,Ladakh,74,31,43,0
3399,01-06-2020,Ladakh,74,31,43,0
3400,02-06-2020,Ladakh,77,34,43,0
3401,03-06-2020,Ladakh,81,33,47,1
3402,04-06-2020,Ladakh,90,41,48,1
3403,05-06-2020,Ladakh,90,41,48,1
3404,06-06-2020,Ladakh,97,48,48,1
3405,07-06-2020,Ladakh,99,50,48,1
3406,08-06-2020,Ladakh,103,52,50,1
3407,09-06-2020,Ladakh,103,50,52,1
3408,10-06-2020,Ladakh,108,55,52,1
3409,11-06-2020,Ladakh,115,62,52,1
3410,12-06-2020,Ladakh,135,80,54,1
3411,13-06-2020,Ladakh,239,176,62,1
3412,14-06-2020,Ladakh,437,368,68,1
3413,15-06-2020,Ladakh,549,468,80,1
3414,16-06-2020,Ladakh,555,472,82,1
3415,17-06-2020,Ladakh,649,563,85,1
3416,18-06-2020,Ladakh,687,594,92,1
3417,19-06-2020,Ladakh,687,591,95,1
3418,20-06-2020,Ladakh,744,648,95,1
3419,21-06-2020,Ladakh,836,718,117,1
3420,22-06-2020,Ladakh,837,702,134,1
3421,23-06-2020,Ladakh,847,710,136,1
3422,24-06-2020,Ladakh,932,783,148,1
3423,25-06-2020,Ladakh,941,666,274,1
3424,26-06-2020,Ladakh,941,582,358,1
3425,27-06-2020,Ladakh,946,587,358,1
3426,28-06-2020,Ladakh,960,405,554,1
3427,29-06-2020,Ladakh,963,376,586,1
3428,30-06-2020,Ladakh,964,347,616,1
3429,01-07-2020,Ladakh,973,324,648,1
3430,02-07-2020,Ladakh,990,295,694,1
3431,03-07-2020,Ladakh,990,259,730,1
3432,04-07-2020,Ladakh,1001,223,777,1
3433,05-07-2020,Ladakh,1005,178,826,1
3434,06-07-2020,Ladakh,1005,178,826,1
3435,07-07-2020,Ladakh,1005,168,836,1
3436,08-07-2020,Ladakh,1041,204,836,1
3437,09-07-2020,Ladakh,1041,204,836,1
3438,10-07-2020,Ladakh,1055,139,915,1
3439,11-07-2020,Ladakh,1064,146,917,1
3440,12-07-2020,Ladakh,1077,148,928,1
3441,13-07-2020,Ladakh,1086,157,928,1
3442,14-07-2020,Ladakh,1093,146,946,1
3443,15-07-2020,Ladakh,1093,146,946,1
3444,16-07-2020,Ladakh,1142,177,964,1
3445,17-07-2020,Ladakh,1147,176,970,1
3446,18-07-2020,Ladakh,1151,177,973,1
3447,19-07-2020,Ladakh,1159,173,985,1
3448,20-07-2020,Ladakh,1178,173,1003,2
3449,21-07-2020,Ladakh,1195,186,1007,2
3450,22-07-2020,Ladakh,1198,186,1010,2
3451,23-07-2020,Ladakh,1206,186,1018,2
3452,24-07-2020,Ladakh,1210,183,1025,2
3453,25-07-2020,Ladakh,1246,209,1035,2
3454,26-07-2020,Ladakh,1276,216,1057,3
3455,27-07-2020,Ladakh,1285,218,1063,4
3456,28-07-2020,Ladakh,1306,236,1066,4
3457,29-07-2020,Ladakh,1327,254,1067,6
3458,30-07-2020,Ladakh,1347,261,1080,6
3459,31-07-2020,Ladakh,1378,277,1094,7
3460,01-08-2020,Ladakh,1404,302,1095,7
3461,02-08-2020,Ladakh,1462,347,1108,7
3462,03-08-2020,Ladakh,1466,351,1108,7
3463,04-08-2020,Ladakh,1485,369,1109,7
3464,05-08-2020,Ladakh,1534,400,1127,7
3465,06-08-2020,Ladakh,1592,421,1164,7
3466,07-08-2020,Ladakh,1595,411,1177,7
3467,08-08-2020,Ladakh,1614,411,1194,9
3468,09-08-2020,Ladakh,1639,416,1214,9
3469,10-08-2020,Ladakh,1688,457,1222,9
3470,11-08-2020,Ladakh,1717,471,1237,9
3471,12-08-2020,Ladakh,1770,506,1255,9
3472,13-08-2020,Ladakh,1811,528,1274,9
3473,14-08-2020,Ladakh,1849,558,1282,9
3474,15-08-2020,Ladakh,1879,567,1303,9
3475,16-08-2020,Ladakh,1909,592,1307,10
3476,17-08-2020,Ladakh,1948,578,1356,14
3477,18-08-2020,Ladakh,1966,584,1368,14
3478,19-08-2020,Ladakh,2010,598,1395,17
3479,20-08-2020,Ladakh,2048,633,1397,18
3480,21-08-2020,Ladakh,2077,623,1436,18
3481,22-08-2020,Ladakh,2133,665,1449,19
3482,23-08-2020,Ladakh,2210,720,1469,21
3483,24-08-2020,Ladakh,2279,765,1491,23
3484,25-08-2020,Ladakh,2330,790,1517,23
3485,26-08-2020,Ladakh,2420,847,1549,24
3486,27-08-2020,Ladakh,2451,846,1580,25
3487,28-08-2020,Ladakh,2492,825,1640,27
3488,29-08-2020,Ladakh,2540,798,1714,28
3489,30-08-2020,Ladakh,2603,826,1745,32
3490,31-08-2020,Ladakh,2638,847,1757,34
3491,01-09-2020,Ladakh,2681,773,1874,34
3492,02-09-2020,Ladakh,2733,720,1978,35
3493,03-09-2020,Ladakh,2785,743,2007,35
3494,04-09-2020,Ladakh,2840,766,2039,35
3495,05-09-2020,Ladakh,2935,815,2085,35
3496,06-09-2020,Ladakh,2996,834,2127,35
3497,07-09-2020,Ladakh,3036,850,2151,35
3498,08-09-2020,Ladakh,3064,818,2211,35
3499,09-09-2020,Ladakh,3102,856,2211,35
3500,10-09-2020,Ladakh,3142,778,2329,35
3501,11-09-2020,Ladakh,3177,775,2366,36
3502,12-09-2020,Ladakh,3228,803,2387,38
3503,13-09-2020,Ladakh,3294,841,2414,39
3504,14-09-2020,Ladakh,3345,869,2436,40
3505,15-09-2020,Ladakh,3419,903,2475,41
3506,16-09-2020,Ladakh,3499,938,2517,44
3507,17-09-2020,Ladakh,3535,953,2536,46
3508,18-09-2020,Ladakh,3576,972,2558,46
3509,19-09-2020,Ladakh,3635,987,2600,48
3510,20-09-2020,Ladakh,3708,993,2666,49
3511,21-09-2020,Ladakh,3753,1013,2691,49
3512,22-09-2020,Ladakh,3832,1047,2735,50
3513,30-07-2020,Lakshadweep,0,0,0,0
3514,31-07-2020,Lakshadweep,0,0,0,0
3515,01-08-2020,Lakshadweep,0,0,0,0
3516,02-08-2020,Lakshadweep,0,0,0,0
3517,03-08-2020,Lakshadweep,0,0,0,0
3518,04-08-2020,Lakshadweep,0,0,0,0
3519,05-08-2020,Lakshadweep,0,0,0,0
3520,06-08-2020,Lakshadweep,0,0,0,0
3521,07-08-2020,Lakshadweep,0,0,0,0
3522,08-08-2020,Lakshadweep,0,0,0,0
3523,09-08-2020,Lakshadweep,0,0,0,0
3524,10-08-2020,Lakshadweep,0,0,0,0
3525,11-08-2020,Lakshadweep,0,0,0,0
3526,12-08-2020,Lakshadweep,0,0,0,0
3527,13-08-2020,Lakshadweep,0,0,0,0
3528,14-08-2020,Lakshadweep,0,0,0,0
3529,15-08-2020,Lakshadweep,0,0,0,0
3530,16-08-2020,Lakshadweep,0,0,0,0
3531,17-08-2020,Lakshadweep,0,0,0,0
3532,18-08-2020,Lakshadweep,0,0,0,0
3533,19-08-2020,Lakshadweep,0,0,0,0
3534,20-08-2020,Lakshadweep,0,0,0,0
3535,21-08-2020,Lakshadweep,0,0,0,0
3536,22-08-2020,Lakshadweep,0,0,0,0
3537,23-08-2020,Lakshadweep,0,0,0,0
3538,24-08-2020,Lakshadweep,0,0,0,0
3539,25-08-2020,Lakshadweep,0,0,0,0
3540,26-08-2020,Lakshadweep,0,0,0,0
3541,27-08-2020,Lakshadweep,0,0,0,0
3542,28-08-2020,Lakshadweep,0,0,0,0
3543,29-08-2020,Lakshadweep,0,0,0,0
3544,30-08-2020,Lakshadweep,0,0,0,0
3545,31-08-2020,Lakshadweep,0,0,0,0
3546,01-09-2020,Lakshadweep,0,0,0,0
3547,02-09-2020,Lakshadweep,0,0,0,0
3548,03-09-2020,Lakshadweep,0,0,0,0
3549,04-09-2020,Lakshadweep,0,0,0,0
3550,05-09-2020,Lakshadweep,0,0,0,0
3551,06-09-2020,Lakshadweep,0,0,0,0
3552,07-09-2020,Lakshadweep,0,0,0,0
3553,08-09-2020,Lakshadweep,0,0,0,0
3554,09-09-2020,Lakshadweep,0,0,0,0
3555,10-09-2020,Lakshadweep,0,0,0,0
3556,11-09-2020,Lakshadweep,0,0,0,0
3557,12-09-2020,Lakshadweep,0,0,0,0
3558,13-09-2020,Lakshadweep,0,0,0,0
3559,14-09-2020,Lakshadweep,0,0,0,0
3560,15-09-2020,Lakshadweep,0,0,0,0
3561,16-09-2020,Lakshadweep,0,0,0,0
3562,17-09-2020,Lakshadweep,0,0,0,0
3563,18-09-2020,Lakshadweep,0,0,0,0
3564,19-09-2020,Lakshadweep,0,0,0,0
3565,20-09-2020,Lakshadweep,0,0,0,0
3566,21-09-2020,Lakshadweep,0,0,0,0
3567,22-09-2020,Lakshadweep,0,0,0,0
3568,21-03-2020,Madhya Pradesh,4,4,0,0
3569,22-03-2020,Madhya Pradesh,4,4,0,0
3570,23-03-2020,Madhya Pradesh,6,6,0,0
3571,24-03-2020,Madhya Pradesh,7,7,0,0
3572,25-03-2020,Madhya Pradesh,7,7,0,0
3573,26-03-2020,Madhya Pradesh,15,14,0,1
3574,27-03-2020,Madhya Pradesh,20,19,0,1
3575,28-03-2020,Madhya Pradesh,30,28,0,2
3576,29-03-2020,Madhya Pradesh,30,28,0,2
3577,30-03-2020,Madhya Pradesh,33,31,0,2
3578,31-03-2020,Madhya Pradesh,47,44,0,3
3579,01-04-2020,Madhya Pradesh,47,44,0,3
3580,02-04-2020,Madhya Pradesh,99,93,0,6
3581,03-04-2020,Madhya Pradesh,99,93,0,6
3582,04-04-2020,Madhya Pradesh,104,98,0,6
3583,05-04-2020,Madhya Pradesh,104,98,0,6
3584,06-04-2020,Madhya Pradesh,165,156,0,9
3585,07-04-2020,Madhya Pradesh,165,156,0,9
3586,08-04-2020,Madhya Pradesh,229,216,0,13
3587,09-04-2020,Madhya Pradesh,229,216,0,13
3588,10-04-2020,Madhya Pradesh,259,243,0,16
3589,11-04-2020,Madhya Pradesh,435,402,0,33
3590,12-04-2020,Madhya Pradesh,532,496,0,36
3591,13-04-2020,Madhya Pradesh,564,528,0,36
3592,14-04-2020,Madhya Pradesh,604,517,44,43
3593,15-04-2020,Madhya Pradesh,730,629,51,50
3594,16-04-2020,Madhya Pradesh,987,870,64,53
3595,17-04-2020,Madhya Pradesh,1120,1003,64,53
3596,18-04-2020,Madhya Pradesh,1310,1172,69,69
3597,19-04-2020,Madhya Pradesh,1407,1210,127,70
3598,20-04-2020,Madhya Pradesh,1407,1210,127,70
3599,21-04-2020,Madhya Pradesh,1485,1284,127,74
3600,22-04-2020,Madhya Pradesh,1552,1328,148,76
3601,23-04-2020,Madhya Pradesh,1592,1364,148,80
3602,24-04-2020,Madhya Pradesh,1699,1413,203,83
3603,25-04-2020,Madhya Pradesh,1852,1550,210,92
3604,26-04-2020,Madhya Pradesh,2096,1787,210,99
3605,27-04-2020,Madhya Pradesh,2096,1691,302,103
3606,28-04-2020,Madhya Pradesh,2168,1756,302,110
3607,29-04-2020,Madhya Pradesh,2387,1890,377,120
3608,30-04-2020,Madhya Pradesh,2561,1971,461,129
3609,01-05-2020,Madhya Pradesh,2660,2041,482,137
3610,02-05-2020,Madhya Pradesh,2719,2050,524,145
3611,03-05-2020,Madhya Pradesh,2846,2071,624,151
3612,04-05-2020,Madhya Pradesh,2846,1892,798,156
3613,05-05-2020,Madhya Pradesh,2942,1979,798,165
3614,06-05-2020,Madhya Pradesh,3049,1873,1000,176
3615,07-05-2020,Madhya Pradesh,3138,1854,1099,185
3616,08-05-2020,Madhya Pradesh,3252,1828,1231,193
3617,09-05-2020,Madhya Pradesh,3341,1792,1349,200
3618,10-05-2020,Madhya Pradesh,3614,1723,1676,215
3619,11-05-2020,Madhya Pradesh,3614,1723,1676,215
3620,12-05-2020,Madhya Pradesh,3785,1817,1747,221
3621,13-05-2020,Madhya Pradesh,3986,1901,1860,225
3622,14-05-2020,Madhya Pradesh,4173,1937,2004,232
3623,15-05-2020,Madhya Pradesh,4426,2018,2171,237
3624,16-05-2020,Madhya Pradesh,4595,2073,2283,239
3625,17-05-2020,Madhya Pradesh,4789,2231,2315,243
3626,18-05-2020,Madhya Pradesh,4977,2326,2403,248
3627,19-05-2020,Madhya Pradesh,5236,2549,2435,252
3628,20-05-2020,Madhya Pradesh,5465,2577,2630,258
3629,21-05-2020,Madhya Pradesh,5735,2735,2733,267
3630,22-05-2020,Madhya Pradesh,5981,2868,2843,270
3631,23-05-2020,Madhya Pradesh,6170,2809,3089,272
3632,24-05-2020,Madhya Pradesh,6371,2823,3267,281
3633,25-05-2020,Madhya Pradesh,6665,2967,3408,290
3634,26-05-2020,Madhya Pradesh,6859,2988,3571,300
3635,27-05-2020,Madhya Pradesh,7024,3030,3689,305
3636,28-05-2020,Madhya Pradesh,7261,3021,3927,313
3637,29-05-2020,Madhya Pradesh,7453,3082,4050,321
3638,30-05-2020,Madhya Pradesh,7645,3042,4269,334
3639,31-05-2020,Madhya Pradesh,7891,3104,4444,343
3640,01-06-2020,Madhya Pradesh,8089,2897,4842,350
3641,02-06-2020,Madhya Pradesh,8283,2922,5003,358
3642,03-06-2020,Madhya Pradesh,8420,2835,5221,364
3643,04-06-2020,Madhya Pradesh,8588,2772,5445,371
3644,05-06-2020,Madhya Pradesh,8762,2748,5637,377
3645,06-06-2020,Madhya Pradesh,8996,2734,5878,384
3646,07-06-2020,Madhya Pradesh,9228,2721,6108,399
3647,08-06-2020,Madhya Pradesh,9401,2658,6331,412
3648,09-06-2020,Madhya Pradesh,9638,2688,6536,414
3649,10-06-2020,Madhya Pradesh,9849,2700,6729,420
3650,11-06-2020,Madhya Pradesh,10049,2730,6892,427
3651,12-06-2020,Madhya Pradesh,10241,2768,7042,431
3652,13-06-2020,Madhya Pradesh,10443,2802,7201,440
3653,14-06-2020,Madhya Pradesh,10641,2817,7377,447
3654,15-06-2020,Madhya Pradesh,10802,2666,7677,459
3655,16-06-2020,Madhya Pradesh,10935,2567,7903,465
3656,17-06-2020,Madhya Pradesh,11083,2455,8152,476
3657,18-06-2020,Madhya Pradesh,11244,2374,8388,482
3658,19-06-2020,Madhya Pradesh,11426,2308,8632,486
3659,20-06-2020,Madhya Pradesh,11582,2339,8748,495
3660,21-06-2020,Madhya Pradesh,11724,2343,8880,501
3661,22-06-2020,Madhya Pradesh,11903,2373,9015,515
3662,23-06-2020,Madhya Pradesh,12078,2342,9215,521
3663,24-06-2020,Madhya Pradesh,12261,2401,9335,525
3664,25-06-2020,Madhya Pradesh,12448,2441,9473,534
3665,26-06-2020,Madhya Pradesh,12596,2435,9619,542
3666,27-06-2020,Madhya Pradesh,12798,2448,9804,546
3667,28-06-2020,Madhya Pradesh,12965,2444,9971,550
3668,29-06-2020,Madhya Pradesh,13186,2545,10084,557
3669,30-06-2020,Madhya Pradesh,13370,2607,10199,564
3670,01-07-2020,Madhya Pradesh,13593,2626,10395,572
3671,02-07-2020,Madhya Pradesh,13861,2625,10655,581
3672,03-07-2020,Madhya Pradesh,14106,2702,10815,589
3673,04-07-2020,Madhya Pradesh,14297,2655,11049,593
3674,05-07-2020,Madhya Pradesh,14604,2772,11234,598
3675,06-07-2020,Madhya Pradesh,14930,2911,11411,608
3676,07-07-2020,Madhya Pradesh,15284,3088,11579,617
3677,08-07-2020,Madhya Pradesh,15627,3237,11768,622
3678,09-07-2020,Madhya Pradesh,16036,3420,11987,629
3679,10-07-2020,Madhya Pradesh,16341,3475,12232,634
3680,11-07-2020,Madhya Pradesh,16657,3538,12481,638
3681,12-07-2020,Madhya Pradesh,17201,3878,12679,644
3682,13-07-2020,Madhya Pradesh,17632,4103,12876,653
3683,14-07-2020,Madhya Pradesh,18207,4336,13208,663
3684,15-07-2020,Madhya Pradesh,19005,4757,13575,673
3685,16-07-2020,Madhya Pradesh,19643,5053,13908,682
3686,17-07-2020,Madhya Pradesh,20378,5562,14127,689
3687,18-07-2020,Madhya Pradesh,21081,5870,14514,697
3688,19-07-2020,Madhya Pradesh,21763,6193,14864,706
3689,20-07-2020,Madhya Pradesh,22600,6568,15311,721
3690,21-07-2020,Madhya Pradesh,23310,6888,15684,738
3691,22-07-2020,Madhya Pradesh,24095,7082,16257,756
3692,23-07-2020,Madhya Pradesh,24842,7236,16836,770
3693,24-07-2020,Madhya Pradesh,25474,7335,17359,780
3694,25-07-2020,Madhya Pradesh,26210,7553,17866,791
3695,26-07-2020,Madhya Pradesh,26926,7639,18488,799
3696,27-07-2020,Madhya Pradesh,27800,7857,19132,811
3697,28-07-2020,Madhya Pradesh,28589,7978,19791,820
3698,29-07-2020,Madhya Pradesh,29217,8044,20343,830
3699,30-07-2020,Madhya Pradesh,30134,8357,20934,843
3700,31-07-2020,Madhya Pradesh,30968,8454,21657,857
3701,01-08-2020,Madhya Pradesh,31806,8668,22271,867
3702,02-08-2020,Madhya Pradesh,32614,8769,22969,876
3703,03-08-2020,Madhya Pradesh,33535,9099,23550,886
3704,04-08-2020,Madhya Pradesh,34285,9286,24099,900
3705,05-08-2020,Madhya Pradesh,35082,8756,25414,912
3706,06-08-2020,Madhya Pradesh,35734,8741,26064,929
3707,07-08-2020,Madhya Pradesh,36564,8716,26902,946
3708,08-08-2020,Madhya Pradesh,37298,8715,27621,962
3709,09-08-2020,Madhya Pradesh,38157,8827,28353,977
3710,10-08-2020,Madhya Pradesh,39025,9009,29020,996
3711,11-08-2020,Madhya Pradesh,39891,9202,29674,1015
3712,12-08-2020,Madhya Pradesh,40734,9105,30596,1033
3713,13-08-2020,Madhya Pradesh,41604,9317,31239,1048
3714,14-08-2020,Madhya Pradesh,42618,9718,31835,1065
3715,15-08-2020,Madhya Pradesh,43414,9928,32405,1081
3716,16-08-2020,Madhya Pradesh,44433,9986,33353,1094
3717,17-08-2020,Madhya Pradesh,45455,10312,34038,1105
3718,18-08-2020,Madhya Pradesh,46385,10232,35025,1128
3719,19-08-2020,Madhya Pradesh,47375,10521,35713,1141
3720,20-08-2020,Madhya Pradesh,48351,10717,36475,1159
3721,21-08-2020,Madhya Pradesh,49493,10782,37540,1171
3722,22-08-2020,Madhya Pradesh,50640,10928,38527,1185
3723,23-08-2020,Madhya Pradesh,51866,11261,39399,1206
3724,24-08-2020,Madhya Pradesh,53129,11510,40390,1229
3725,25-08-2020,Madhya Pradesh,54421,11944,41231,1246
3726,26-08-2020,Madhya Pradesh,55800,12225,42310,1265
3727,27-08-2020,Madhya Pradesh,56864,12336,43246,1282
3728,28-08-2020,Madhya Pradesh,58181,12422,44453,1306
3729,29-08-2020,Madhya Pradesh,59433,12714,45396,1323
3730,30-08-2020,Madhya Pradesh,60875,13117,46413,1345
3731,31-08-2020,Madhya Pradesh,62433,13592,47467,1374
3732,01-09-2020,Madhya Pradesh,63965,13914,48657,1394
3733,02-09-2020,Madhya Pradesh,65490,14072,49992,1426
3734,03-09-2020,Madhya Pradesh,66914,14337,51124,1453
3735,04-09-2020,Madhya Pradesh,68586,14888,52215,1483
3736,05-09-2020,Madhya Pradesh,70244,15474,53257,1513
3737,06-09-2020,Madhya Pradesh,71880,15688,54649,1543
3738,07-09-2020,Madhya Pradesh,73574,16115,55887,1572
3739,08-09-2020,Madhya Pradesh,75459,16961,56909,1589
3740,09-09-2020,Madhya Pradesh,77323,17205,58509,1609
3741,10-09-2020,Madhya Pradesh,79192,17702,59850,1640
3742,11-09-2020,Madhya Pradesh,81379,18433,61285,1661
3743,12-09-2020,Madhya Pradesh,83619,18992,62936,1691
3744,13-09-2020,Madhya Pradesh,85966,19840,64398,1728
3745,14-09-2020,Madhya Pradesh,88247,20487,65998,1762
3746,15-09-2020,Madhya Pradesh,90730,21228,67711,1791
3747,16-09-2020,Madhya Pradesh,93053,21620,69613,1820
3748,17-09-2020,Madhya Pradesh,95515,22136,71535,1844
3749,18-09-2020,Madhya Pradesh,97906,21631,74398,1877
3750,19-09-2020,Madhya Pradesh,100458,21605,76952,1901
3751,20-09-2020,Madhya Pradesh,103065,21964,79158,1943
3752,21-09-2020,Madhya Pradesh,105644,22300,81374,1970
3753,22-09-2020,Madhya Pradesh,108167,22542,83618,2007
3754,12-03-2020,Maharashtra,11,11,0,0
3755,13-03-2020,Maharashtra,11,11,0,0
3756,14-03-2020,Maharashtra,14,14,0,0
